,Survived,Sex,Age,Fare,Embarked_0,Embarked_1,Embarked_2,Pclass_1,Pclass_2,Pclass_3,FamilySize
446,1,0,13.0,19.5,0,0,1,0,1,0,2
447,1,1,34.0,26.55,0,0,1,1,0,0,1
448,1,0,5.0,19.2583,1,0,0,0,0,1,4
449,1,1,52.0,30.5,0,0,1,1,0,0,1
450,0,1,36.0,27.75,0,0,1,0,1,0,4
451,0,1,29.6991176471,19.9667,0,0,1,0,0,1,2
452,0,1,30.0,27.75,1,0,0,1,0,0,1
453,1,1,49.0,89.1042,1,0,0,1,0,0,2
454,0,1,29.6991176471,8.05,0,0,1,0,0,1,1
455,1,1,29.0,7.8958,1,0,0,0,0,1,1
456,0,1,65.0,26.55,0,0,1,1,0,0,1
457,1,0,29.6991176471,51.8625,0,0,1,1,0,0,2
458,1,0,50.0,10.5,0,0,1,0,1,0,1
459,0,1,29.6991176471,7.75,0,1,0,0,0,1,1
460,1,1,48.0,26.55,0,0,1,1,0,0,1
461,0,1,34.0,8.05,0,0,1,0,0,1,1
462,0,1,47.0,38.5,0,0,1,1,0,0,1
463,0,1,48.0,13.0,0,0,1,0,1,0,1
464,0,1,29.6991176471,8.05,0,0,1,0,0,1,1
465,0,1,38.0,7.05,0,0,1,0,0,1,1
466,0,1,29.6991176471,0.0,0,0,1,0,1,0,1
467,0,1,56.0,26.55,0,0,1,1,0,0,1
468,0,1,29.6991176471,7.725,0,1,0,0,0,1,1
469,1,0,0.75,19.2583,1,0,0,0,0,1,4
470,0,1,29.6991176471,7.25,0,0,1,0,0,1,1
471,0,1,38.0,8.6625,0,0,1,0,0,1,1
472,1,0,33.0,27.75,0,0,1,0,1,0,4
473,1,0,23.0,13.7917,1,0,0,0,1,0,1
474,0,0,22.0,9.8375,0,0,1,0,0,1,1
475,0,1,29.6991176471,52.0,0,0,1,1,0,0,1
476,0,1,34.0,21.0,0,0,1,0,1,0,2
477,0,1,29.0,7.0458,0,0,1,0,0,1,2
478,0,1,22.0,7.5208,0,0,1,0,0,1,1
479,1,0,2.0,12.2875,0,0,1,0,0,1,2
480,0,1,9.0,46.9,0,0,1,0,0,1,8
481,0,1,29.6991176471,0.0,0,0,1,0,1,0,1
482,0,1,50.0,8.05,0,0,1,0,0,1,1
483,1,0,63.0,9.5875,0,0,1,0,0,1,1
484,1,1,25.0,91.0792,1,0,0,1,0,0,2
485,0,0,29.6991176471,25.4667,0,0,1,0,0,1,5
486,1,0,35.0,90.0,0,0,1,1,0,0,2
487,0,1,58.0,29.7,1,0,0,1,0,0,1
488,0,1,30.0,8.05,0,0,1,0,0,1,1
489,1,1,9.0,15.9,0,0,1,0,0,1,3
490,0,1,29.6991176471,19.9667,0,0,1,0,0,1,2
491,0,1,21.0,7.25,0,0,1,0,0,1,1
492,0,1,55.0,30.5,0,0,1,1,0,0,1
493,0,1,71.0,49.5042,1,0,0,1,0,0,1
494,0,1,21.0,8.05,0,0,1,0,0,1,1
495,0,1,29.6991176471,14.4583,1,0,0,0,0,1,1
496,1,0,54.0,78.2667,1,0,0,1,0,0,2
497,0,1,29.6991176471,15.1,0,0,1,0,0,1,1
498,0,0,25.0,151.55,0,0,1,1,0,0,4
499,0,1,24.0,7.7958,0,0,1,0,0,1,1
500,0,1,17.0,8.6625,0,0,1,0,0,1,1
501,0,0,21.0,7.75,0,1,0,0,0,1,1
502,0,0,29.6991176471,7.6292,0,1,0,0,0,1,1
503,0,0,37.0,9.5875,0,0,1,0,0,1,1
504,1,0,16.0,86.5,0,0,1,1,0,0,1
505,0,1,18.0,108.9,1,0,0,1,0,0,2
506,1,0,33.0,26.0,0,0,1,0,1,0,3
507,1,1,29.6991176471,26.55,0,0,1,1,0,0,1
508,0,1,28.0,22.525,0,0,1,0,0,1,1
509,1,1,26.0,56.4958,0,0,1,0,0,1,1
510,1,1,29.0,7.75,0,1,0,0,0,1,1
511,0,1,29.6991176471,8.05,0,0,1,0,0,1,1
512,1,1,36.0,26.2875,0,0,1,1,0,0,1
513,1,0,54.0,59.4,1,0,0,1,0,0,2
514,0,1,24.0,7.4958,0,0,1,0,0,1,1
515,0,1,47.0,34.0208,0,0,1,1,0,0,1
516,1,0,34.0,10.5,0,0,1,0,1,0,1
517,0,1,29.6991176471,24.15,0,1,0,0,0,1,1
518,1,0,36.0,26.0,0,0,1,0,1,0,2
519,0,1,32.0,7.8958,0,0,1,0,0,1,1
520,1,0,30.0,93.5,0,0,1,1,0,0,1
521,0,1,22.0,7.8958,0,0,1,0,0,1,1
522,0,1,29.6991176471,7.225,1,0,0,0,0,1,1
523,1,0,44.0,57.9792,1,0,0,1,0,0,2
524,0,1,29.6991176471,7.2292,1,0,0,0,0,1,1
525,0,1,40.5,7.75,0,1,0,0,0,1,1
526,1,0,50.0,10.5,0,0,1,0,1,0,1
527,0,1,29.6991176471,221.7792,0,0,1,1,0,0,1
528,0,1,39.0,7.925,0,0,1,0,0,1,1
529,0,1,23.0,11.5,0,0,1,0,1,0,4
530,1,0,2.0,26.0,0,0,1,0,1,0,3
531,0,1,29.6991176471,7.2292,1,0,0,0,0,1,1
532,0,1,17.0,7.2292,1,0,0,0,0,1,3
533,1,0,29.6991176471,22.3583,1,0,0,0,0,1,3
534,0,0,30.0,8.6625,0,0,1,0,0,1,1
535,1,0,7.0,26.25,0,0,1,0,1,0,3
536,0,1,45.0,26.55,0,0,1,1,0,0,1
537,1,0,30.0,106.425,1,0,0,1,0,0,1
538,0,1,29.6991176471,14.5,0,0,1,0,0,1,1
539,1,0,22.0,49.5,1,0,0,1,0,0,3
540,1,0,36.0,71.0,0,0,1,1,0,0,3
541,0,0,9.0,31.275,0,0,1,0,0,1,7
542,0,0,11.0,31.275,0,0,1,0,0,1,7
543,1,1,32.0,26.0,0,0,1,0,1,0,2
544,0,1,50.0,106.425,1,0,0,1,0,0,2
545,0,1,64.0,26.0,0,0,1,1,0,0,1
546,1,0,19.0,26.0,0,0,1,0,1,0,2
547,1,1,29.6991176471,13.8625,1,0,0,0,1,0,1
548,0,1,33.0,20.525,0,0,1,0,0,1,3
549,1,1,8.0,36.75,0,0,1,0,1,0,3
550,1,1,17.0,110.8833,1,0,0,1,0,0,3
551,0,1,27.0,26.0,0,0,1,0,1,0,1
552,0,1,29.6991176471,7.8292,0,1,0,0,0,1,1
553,1,1,22.0,7.225,1,0,0,0,0,1,1
554,1,0,22.0,7.775,0,0,1,0,0,1,1
555,0,1,62.0,26.55,0,0,1,1,0,0,1
556,1,0,48.0,39.6,1,0,0,1,0,0,2
557,0,1,29.6991176471,227.525,1,0,0,1,0,0,1
558,1,0,39.0,79.65,0,0,1,1,0,0,3
559,1,0,36.0,17.4,0,0,1,0,0,1,2
560,0,1,29.6991176471,7.75,0,1,0,0,0,1,1
561,0,1,40.0,7.8958,0,0,1,0,0,1,1
562,0,1,28.0,13.5,0,0,1,0,1,0,1
563,0,1,29.6991176471,8.05,0,0,1,0,0,1,1
564,0,0,29.6991176471,8.05,0,0,1,0,0,1,1
565,0,1,24.0,24.15,0,0,1,0,0,1,3
566,0,1,19.0,7.8958,0,0,1,0,0,1,1
567,0,0,29.0,21.075,0,0,1,0,0,1,5
568,0,1,29.6991176471,7.2292,1,0,0,0,0,1,1
569,1,1,32.0,7.8542,0,0,1,0,0,1,1
570,1,1,62.0,10.5,0,0,1,0,1,0,1
571,1,0,53.0,51.4792,0,0,1,1,0,0,3
572,1,1,36.0,26.3875,0,0,1,1,0,0,1
573,1,0,29.6991176471,7.75,0,1,0,0,0,1,1
574,0,1,16.0,8.05,0,0,1,0,0,1,1
575,0,1,19.0,14.5,0,0,1,0,0,1,1
576,1,0,34.0,13.0,0,0,1,0,1,0,1
577,1,0,39.0,55.9,0,0,1,1,0,0,2
578,0,0,29.6991176471,14.4583,1,0,0,0,0,1,2
579,1,1,32.0,7.925,0,0,1,0,0,1,1
580,1,0,25.0,30.0,0,0,1,0,1,0,3
581,1,0,39.0,110.8833,1,0,0,1,0,0,3
582,0,1,54.0,26.0,0,0,1,0,1,0,1
583,0,1,36.0,40.125,1,0,0,1,0,0,1
584,0,1,29.6991176471,8.7125,1,0,0,0,0,1,1
585,1,0,18.0,79.65,0,0,1,1,0,0,3
586,0,1,47.0,15.0,0,0,1,0,1,0,1
587,1,1,60.0,79.2,1,0,0,1,0,0,3
588,0,1,22.0,8.05,0,0,1,0,0,1,1
589,0,1,29.6991176471,8.05,0,0,1,0,0,1,1
590,0,1,35.0,7.125,0,0,1,0,0,1,1
591,1,0,52.0,78.2667,1,0,0,1,0,0,2
592,0,1,47.0,7.25,0,0,1,0,0,1,1
593,0,0,29.6991176471,7.75,0,1,0,0,0,1,3
594,0,1,37.0,26.0,0,0,1,0,1,0,2
595,0,1,36.0,24.15,0,0,1,0,0,1,3
596,1,0,29.6991176471,33.0,0,0,1,0,1,0,1
597,0,1,49.0,0.0,0,0,1,0,0,1,1
598,0,1,29.6991176471,7.225,1,0,0,0,0,1,1
599,1,1,49.0,56.9292,1,0,0,1,0,0,2
600,1,0,24.0,27.0,0,0,1,0,1,0,4
601,0,1,29.6991176471,7.8958,0,0,1,0,0,1,1
602,0,1,29.6991176471,42.4,0,0,1,1,0,0,1
603,0,1,44.0,8.05,0,0,1,0,0,1,1
604,1,1,35.0,26.55,1,0,0,1,0,0,1
605,0,1,36.0,15.55,0,0,1,0,0,1,2
606,0,1,30.0,7.8958,0,0,1,0,0,1,1
607,1,1,27.0,30.5,0,0,1,1,0,0,1
608,1,0,22.0,41.5792,1,0,0,0,1,0,4
609,1,0,40.0,153.4625,0,0,1,1,0,0,1
610,0,0,39.0,31.275,0,0,1,0,0,1,7
611,0,1,29.6991176471,7.05,0,0,1,0,0,1,1
612,1,0,29.6991176471,15.5,0,1,0,0,0,1,2
613,0,1,29.6991176471,7.75,0,1,0,0,0,1,1
614,0,1,35.0,8.05,0,0,1,0,0,1,1
615,1,0,24.0,65.0,0,0,1,0,1,0,4
616,0,1,34.0,14.4,0,0,1,0,0,1,3
617,0,0,26.0,16.1,0,0,1,0,0,1,2
618,1,0,4.0,39.0,0,0,1,0,1,0,4
619,0,1,26.0,10.5,0,0,1,0,1,0,1
620,0,1,27.0,14.4542,1,0,0,0,0,1,2
621,1,1,42.0,52.5542,0,0,1,1,0,0,2
622,1,1,20.0,15.7417,1,0,0,0,0,1,3
623,0,1,21.0,7.8542,0,0,1,0,0,1,1
624,0,1,21.0,16.1,0,0,1,0,0,1,1
625,0,1,61.0,32.3208,0,0,1,1,0,0,1
626,0,1,57.0,12.35,0,1,0,0,1,0,1
627,1,0,21.0,77.9583,0,0,1,1,0,0,1
628,0,1,26.0,7.8958,0,0,1,0,0,1,1
629,0,1,29.6991176471,7.7333,0,1,0,0,0,1,1
630,1,1,80.0,30.0,0,0,1,1,0,0,1
631,0,1,51.0,7.0542,0,0,1,0,0,1,1
632,1,1,32.0,30.5,1,0,0,1,0,0,1
633,0,1,29.6991176471,0.0,0,0,1,1,0,0,1
634,0,0,9.0,27.9,0,0,1,0,0,1,6
635,1,0,28.0,13.0,0,0,1,0,1,0,1
636,0,1,32.0,7.925,0,0,1,0,0,1,1
637,0,1,31.0,26.25,0,0,1,0,1,0,3
638,0,0,41.0,39.6875,0,0,1,0,0,1,6
639,0,1,29.6991176471,16.1,0,0,1,0,0,1,2
640,0,1,20.0,7.8542,0,0,1,0,0,1,1
641,1,0,24.0,69.3,1,0,0,1,0,0,1
642,0,0,2.0,27.9,0,0,1,0,0,1,6
643,1,1,29.6991176471,56.4958,0,0,1,0,0,1,1
644,1,0,0.75,19.2583,1,0,0,0,0,1,4
645,1,1,48.0,76.7292,1,0,0,1,0,0,2
646,0,1,19.0,7.8958,0,0,1,0,0,1,1
647,1,1,56.0,35.5,1,0,0,1,0,0,1
648,0,1,29.6991176471,7.55,0,0,1,0,0,1,1
649,1,0,23.0,7.55,0,0,1,0,0,1,1
650,0,1,29.6991176471,7.8958,0,0,1,0,0,1,1
651,1,0,18.0,23.0,0,0,1,0,1,0,2
652,0,1,21.0,8.4333,0,0,1,0,0,1,1
653,1,0,29.6991176471,7.8292,0,1,0,0,0,1,1
654,0,0,18.0,6.75,0,1,0,0,0,1,1
655,0,1,24.0,73.5,0,0,1,0,1,0,3
656,0,1,29.6991176471,7.8958,0,0,1,0,0,1,1
657,0,0,32.0,15.5,0,1,0,0,0,1,3
658,0,1,23.0,13.0,0,0,1,0,1,0,1
659,0,1,58.0,113.275,1,0,0,1,0,0,3
660,1,1,50.0,133.65,0,0,1,1,0,0,3
661,0,1,40.0,7.225,1,0,0,0,0,1,1
662,0,1,47.0,25.5875,0,0,1,1,0,0,1
663,0,1,36.0,7.4958,0,0,1,0,0,1,1
664,1,1,20.0,7.925,0,0,1,0,0,1,2
665,0,1,32.0,73.5,0,0,1,0,1,0,3
666,0,1,25.0,13.0,0,0,1,0,1,0,1
667,0,1,29.6991176471,7.775,0,0,1,0,0,1,1
668,0,1,43.0,8.05,0,0,1,0,0,1,1
669,1,0,29.6991176471,52.0,0,0,1,1,0,0,2
670,1,0,40.0,39.0,0,0,1,0,1,0,3
671,0,1,31.0,52.0,0,0,1,1,0,0,2
672,0,1,70.0,10.5,0,0,1,0,1,0,1
673,1,1,31.0,13.0,0,0,1,0,1,0,1
674,0,1,29.6991176471,0.0,0,0,1,0,1,0,1
675,0,1,18.0,7.775,0,0,1,0,0,1,1
676,0,1,24.5,8.05,0,0,1,0,0,1,1
677,1,0,18.0,9.8417,0,0,1,0,0,1,1
678,0,0,43.0,46.9,0,0,1,0,0,1,8
679,1,1,36.0,512.3292,1,0,0,1,0,0,2
680,0,0,29.6991176471,8.1375,0,1,0,0,0,1,1
681,1,1,27.0,76.7292,1,0,0,1,0,0,1
682,0,1,20.0,9.225,0,0,1,0,0,1,1
683,0,1,14.0,46.9,0,0,1,0,0,1,8
684,0,1,60.0,39.0,0,0,1,0,1,0,3
685,0,1,25.0,41.5792,1,0,0,0,1,0,4
686,0,1,14.0,39.6875,0,0,1,0,0,1,6
687,0,1,19.0,10.1708,0,0,1,0,0,1,1
688,0,1,18.0,7.7958,0,0,1,0,0,1,1
689,1,0,15.0,211.3375,0,0,1,1,0,0,2
690,1,1,31.0,57.0,0,0,1,1,0,0,2
691,1,0,4.0,13.4167,1,0,0,0,0,1,2
692,1,1,29.6991176471,56.4958,0,0,1,0,0,1,1
693,0,1,25.0,7.225,1,0,0,0,0,1,1
694,0,1,60.0,26.55,0,0,1,1,0,0,1
695,0,1,52.0,13.5,0,0,1,0,1,0,1
696,0,1,44.0,8.05,0,0,1,0,0,1,1
697,1,0,29.6991176471,7.7333,0,1,0,0,0,1,1
698,0,1,49.0,110.8833,1,0,0,1,0,0,3
699,0,1,42.0,7.65,0,0,1,0,0,1,1
700,1,0,18.0,227.525,1,0,0,1,0,0,2
701,1,1,35.0,26.2875,0,0,1,1,0,0,1
702,0,0,18.0,14.4542,1,0,0,0,0,1,2
703,0,1,25.0,7.7417,0,1,0,0,0,1,1
704,0,1,26.0,7.8542,0,0,1,0,0,1,2
705,0,1,39.0,26.0,0,0,1,0,1,0,1
706,1,0,45.0,13.5,0,0,1,0,1,0,1
707,1,1,42.0,26.2875,0,0,1,1,0,0,1
708,1,0,22.0,151.55,0,0,1,1,0,0,1
709,1,1,29.6991176471,15.2458,1,0,0,0,0,1,3
710,1,0,24.0,49.5042,1,0,0,1,0,0,1
711,0,1,29.6991176471,26.55,0,0,1,1,0,0,1
712,1,1,48.0,52.0,0,0,1,1,0,0,2
713,0,1,29.0,9.4833,0,0,1,0,0,1,1
714,0,1,52.0,13.0,0,0,1,0,1,0,1
715,0,1,19.0,7.65,0,0,1,0,0,1,1
716,1,0,38.0,227.525,1,0,0,1,0,0,1
717,1,0,27.0,10.5,0,0,1,0,1,0,1
718,0,1,29.6991176471,15.5,0,1,0,0,0,1,1
719,0,1,33.0,7.775,0,0,1,0,0,1,1
720,1,0,6.0,33.0,0,0,1,0,1,0,2
721,0,1,17.0,7.0542,0,0,1,0,0,1,2
722,0,1,34.0,13.0,0,0,1,0,1,0,1
723,0,1,50.0,13.0,0,0,1,0,1,0,1
724,1,1,27.0,53.1,0,0,1,1,0,0,2
725,0,1,20.0,8.6625,0,0,1,0,0,1,1
726,1,0,30.0,21.0,0,0,1,0,1,0,4
727,1,0,29.6991176471,7.7375,0,1,0,0,0,1,1
728,0,1,25.0,26.0,0,0,1,0,1,0,2
729,0,0,25.0,7.925,0,0,1,0,0,1,2
730,1,0,29.0,211.3375,0,0,1,1,0,0,1
731,0,1,11.0,18.7875,1,0,0,0,0,1,1
732,0,1,29.6991176471,0.0,0,0,1,0,1,0,1
733,0,1,23.0,13.0,0,0,1,0,1,0,1
734,0,1,23.0,13.0,0,0,1,0,1,0,1
735,0,1,28.5,16.1,0,0,1,0,0,1,1
736,0,0,48.0,34.375,0,0,1,0,0,1,5
737,1,1,35.0,512.3292,1,0,0,1,0,0,1
738,0,1,29.6991176471,7.8958,0,0,1,0,0,1,1
739,0,1,29.6991176471,7.8958,0,0,1,0,0,1,1
740,1,1,29.6991176471,30.0,0,0,1,1,0,0,1
741,0,1,36.0,78.85,0,0,1,1,0,0,2
742,1,0,21.0,262.375,1,0,0,1,0,0,5
743,0,1,24.0,16.1,0,0,1,0,0,1,2
744,1,1,31.0,7.925,0,0,1,0,0,1,1
745,0,1,70.0,71.0,0,0,1,1,0,0,3
746,0,1,16.0,20.25,0,0,1,0,0,1,3
747,1,0,30.0,13.0,0,0,1,0,1,0,1
748,0,1,19.0,53.1,0,0,1,1,0,0,2
749,0,1,31.0,7.75,0,1,0,0,0,1,1
750,1,0,4.0,23.0,0,0,1,0,1,0,3
751,1,1,6.0,12.475,0,0,1,0,0,1,2
752,0,1,33.0,9.5,0,0,1,0,0,1,1
753,0,1,23.0,7.8958,0,0,1,0,0,1,1
754,1,0,48.0,65.0,0,0,1,0,1,0,4
755,1,1,0.67,14.5,0,0,1,0,1,0,3
756,0,1,28.0,7.7958,0,0,1,0,0,1,1
757,0,1,18.0,11.5,0,0,1,0,1,0,1
758,0,1,34.0,8.05,0,0,1,0,0,1,1
759,1,0,33.0,86.5,0,0,1,1,0,0,1
760,0,1,29.6991176471,14.5,0,0,1,0,0,1,1
761,0,1,41.0,7.125,0,0,1,0,0,1,1
762,1,1,20.0,7.2292,1,0,0,0,0,1,1
763,1,0,36.0,120.0,0,0,1,1,0,0,4
764,0,1,16.0,7.775,0,0,1,0,0,1,1
765,1,0,51.0,77.9583,0,0,1,1,0,0,2
766,0,1,29.6991176471,39.6,1,0,0,1,0,0,1
767,0,0,30.5,7.75,0,1,0,0,0,1,1
768,0,1,29.6991176471,24.15,0,1,0,0,0,1,2
769,0,1,32.0,8.3625,0,0,1,0,0,1,1
770,0,1,24.0,9.5,0,0,1,0,0,1,1
771,0,1,48.0,7.8542,0,0,1,0,0,1,1
772,0,0,57.0,10.5,0,0,1,0,1,0,1
773,0,1,29.6991176471,7.225,1,0,0,0,0,1,1
774,1,0,54.0,23.0,0,0,1,0,1,0,5
775,0,1,18.0,7.75,0,0,1,0,0,1,1
776,0,1,29.6991176471,7.75,0,1,0,0,0,1,1
777,1,0,5.0,12.475,0,0,1,0,0,1,1
778,0,1,29.6991176471,7.7375,0,1,0,0,0,1,1
779,1,0,43.0,211.3375,0,0,1,1,0,0,2
780,1,0,13.0,7.2292,1,0,0,0,0,1,1
781,1,0,17.0,57.0,0,0,1,1,0,0,2
782,0,1,29.0,30.0,0,0,1,1,0,0,1
783,0,1,29.6991176471,23.45,0,0,1,0,0,1,4
784,0,1,25.0,7.05,0,0,1,0,0,1,1
785,0,1,25.0,7.25,0,0,1,0,0,1,1
786,1,0,18.0,7.4958,0,0,1,0,0,1,1
787,0,1,8.0,29.125,0,1,0,0,0,1,6
788,1,1,1.0,20.575,0,0,1,0,0,1,4
789,0,1,46.0,79.2,1,0,0,1,0,0,1
790,0,1,29.6991176471,7.75,0,1,0,0,0,1,1
791,0,1,16.0,26.0,0,0,1,0,1,0,1
792,0,0,29.6991176471,69.55,0,0,1,0,0,1,11
793,0,1,29.6991176471,30.6958,1,0,0,1,0,0,1
794,0,1,25.0,7.8958,0,0,1,0,0,1,1
795,0,1,39.0,13.0,0,0,1,0,1,0,1
796,1,0,49.0,25.9292,0,0,1,1,0,0,1
797,1,0,31.0,8.6833,0,0,1,0,0,1,1
798,0,1,30.0,7.2292,1,0,0,0,0,1,1
799,0,0,30.0,24.15,0,0,1,0,0,1,3
800,0,1,34.0,13.0,0,0,1,0,1,0,1
801,1,0,31.0,26.25,0,0,1,0,1,0,3
802,1,1,11.0,120.0,0,0,1,1,0,0,4
803,1,1,0.42,8.5167,1,0,0,0,0,1,2
804,1,1,27.0,6.975,0,0,1,0,0,1,1
805,0,1,31.0,7.775,0,0,1,0,0,1,1
806,0,1,39.0,0.0,0,0,1,1,0,0,1
807,0,0,18.0,7.775,0,0,1,0,0,1,1
808,0,1,39.0,13.0,0,0,1,0,1,0,1
809,1,0,33.0,53.1,0,0,1,1,0,0,2
810,0,1,26.0,7.8875,0,0,1,0,0,1,1
811,0,1,39.0,24.15,0,0,1,0,0,1,1
812,0,1,35.0,10.5,0,0,1,0,1,0,1
813,0,0,6.0,31.275,0,0,1,0,0,1,7
814,0,1,30.5,8.05,0,0,1,0,0,1,1
815,0,1,29.6991176471,0.0,0,0,1,1,0,0,1
816,0,0,23.0,7.925,0,0,1,0,0,1,1
817,0,1,31.0,37.0042,1,0,0,0,1,0,3
818,0,1,43.0,6.45,0,0,1,0,0,1,1
819,0,1,10.0,27.9,0,0,1,0,0,1,6
820,1,0,52.0,93.5,0,0,1,1,0,0,3
821,1,1,27.0,8.6625,0,0,1,0,0,1,1
822,0,1,38.0,0.0,0,0,1,1,0,0,1
823,1,0,27.0,12.475,0,0,1,0,0,1,2
824,0,1,2.0,39.6875,0,0,1,0,0,1,6
825,0,1,29.6991176471,6.95,0,1,0,0,0,1,1
826,0,1,29.6991176471,56.4958,0,0,1,0,0,1,1
827,1,1,1.0,37.0042,1,0,0,0,1,0,3
828,1,1,29.6991176471,7.75,0,1,0,0,0,1,1
829,1,0,62.0,80.0,0,0,1,1,0,0,1
830,1,0,15.0,14.4542,1,0,0,0,0,1,2
831,1,1,0.83,18.75,0,0,1,0,1,0,3
832,0,1,29.6991176471,7.2292,1,0,0,0,0,1,1
833,0,1,23.0,7.8542,0,0,1,0,0,1,1
834,0,1,18.0,8.3,0,0,1,0,0,1,1
835,1,0,39.0,83.1583,1,0,0,1,0,0,3
836,0,1,21.0,8.6625,0,0,1,0,0,1,1
837,0,1,29.6991176471,8.05,0,0,1,0,0,1,1
838,1,1,32.0,56.4958,0,0,1,0,0,1,1
839,1,1,29.6991176471,29.7,1,0,0,1,0,0,1
840,0,1,20.0,7.925,0,0,1,0,0,1,1
841,0,1,16.0,10.5,0,0,1,0,1,0,1
842,1,0,30.0,31.0,1,0,0,1,0,0,1
843,0,1,34.5,6.4375,1,0,0,0,0,1,1
844,0,1,17.0,8.6625,0,0,1,0,0,1,1
845,0,1,42.0,7.55,0,0,1,0,0,1,1
846,0,1,29.6991176471,69.55,0,0,1,0,0,1,11
847,0,1,35.0,7.8958,1,0,0,0,0,1,1
848,0,1,28.0,33.0,0,0,1,0,1,0,2
849,1,0,29.6991176471,89.1042,1,0,0,1,0,0,2
850,0,1,4.0,31.275,0,0,1,0,0,1,7
851,0,1,74.0,7.775,0,0,1,0,0,1,1
852,0,0,9.0,15.2458,1,0,0,0,0,1,3
853,1,0,16.0,39.4,0,0,1,1,0,0,2
854,0,0,44.0,26.0,0,0,1,0,1,0,2
855,1,0,18.0,9.35,0,0,1,0,0,1,2
856,1,0,45.0,164.8667,0,0,1,1,0,0,3
857,1,1,51.0,26.55,0,0,1,1,0,0,1
858,1,0,24.0,19.2583,1,0,0,0,0,1,4
859,0,1,29.6991176471,7.2292,1,0,0,0,0,1,1
860,0,1,41.0,14.1083,0,0,1,0,0,1,3
861,0,1,21.0,11.5,0,0,1,0,1,0,2
862,1,0,48.0,25.9292,0,0,1,1,0,0,1
863,0,0,29.6991176471,69.55,0,0,1,0,0,1,11
864,0,1,24.0,13.0,0,0,1,0,1,0,1
865,1,0,42.0,13.0,0,0,1,0,1,0,1
866,1,0,27.0,13.8583,1,0,0,0,1,0,2
867,0,1,31.0,50.4958,0,0,1,1,0,0,1
868,0,1,29.6991176471,9.5,0,0,1,0,0,1,1
869,1,1,4.0,11.1333,0,0,1,0,0,1,3
870,0,1,26.0,7.8958,0,0,1,0,0,1,1
871,1,0,47.0,52.5542,0,0,1,1,0,0,3
872,0,1,33.0,5.0,0,0,1,1,0,0,1
873,0,1,47.0,9.0,0,0,1,0,0,1,1
874,1,0,28.0,24.0,1,0,0,0,1,0,2
875,1,0,15.0,7.225,1,0,0,0,0,1,1
876,0,1,20.0,9.8458,0,0,1,0,0,1,1
877,0,1,19.0,7.8958,0,0,1,0,0,1,1
878,0,1,29.6991176471,7.8958,0,0,1,0,0,1,1
879,1,0,56.0,83.1583,1,0,0,1,0,0,2
880,1,0,25.0,26.0,0,0,1,0,1,0,2
881,0,1,33.0,7.8958,0,0,1,0,0,1,1
882,0,0,22.0,10.5167,0,0,1,0,0,1,1
883,0,1,28.0,10.5,0,0,1,0,1,0,1
884,0,1,25.0,7.05,0,0,1,0,0,1,1
885,0,0,39.0,29.125,0,1,0,0,0,1,6
886,0,1,27.0,13.0,0,0,1,0,1,0,1
887,1,0,19.0,30.0,0,0,1,1,0,0,1
888,0,0,29.6991176471,23.45,0,0,1,0,0,1,4
889,1,1,26.0,30.0,1,0,0,1,0,0,1
890,0,1,32.0,7.75,0,1,0,0,0,1,1
